id	chr	start	end	len	strand	count
AT1G06400	1	1950843	1952785	1942	-	718
AT1G06410	1	1954849	1958756	3907	+	2534
AT1G06420	1	1958922	1959947	1025	+	45
AT1G06430	1	1960057	1963011	2954	-	7322
AT1G06440	1	1963379	1965051	1672	-	25
AT1G06450	1	1965839	1967219	1380	+	51
AT1G06460	1	1967086	1969561	2475	-	2212
AT1G06470	1	1969728	1973767	4039	+	565
AT1G06475	1	1973833	1974386	553	-	16
AT1G06480	1	1978083	1978157	74	+	0
AT1G06490	1	1978761	1989409	10648	+	232
AT1G06500	1	1989478	1990730	1252	+	181
AT1G06510	1	1992332	1993840	1508	+	656
AT1G06515	1	1990633	1992228	1595	-	245
AT1G06520	1	1993977	1996112	2135	-	21
AT1G06530	1	2001593	2002596	1003	+	776
AT1G06540	1	2002876	2003393	517	-	12
AT1G06550	1	2003626	2007190	3564	-	1215
AT1G06560	1	2007614	2012006	4392	+	212
AT1G06570	1	2011884	2013545	1661	-	1573
AT1G06580	1	2014002	2016054	2052	-	53
AT1G06590	1	2016307	2024662	8355	-	232
AT1G06610	1	2025355	2025428	73	+	0
AT1G06620	1	2025600	2027271	1671	+	28
AT1G06630	1	2027738	2031388	3650	+	431
AT1G06640	1	2032337	2034018	1681	+	1025
AT1G06645	1	2034155	2035626	1471	+	350
AT1G06650	1	2035838	2037366	1528	+	1396
AT1G06660	1	2037310	2040246	2936	-	68
AT1G06670	1	2040432	2047612	7180	+	1148
AT1G06680	1	2047824	2049418	1594	+	146751
AT1G06690	1	2049601	2052154	2553	-	3180
AT1G06700	1	2052480	2055548	3068	-	1307
AT1G06710	1	2056574	2060242	3668	-	115
AT1G06720	1	2060443	2067323	6880	-	423
AT1G06730	1	2067528	2070446	2918	+	327
AT1G06740	1	2070736	2073535	2799	+	83
AT1G06750	1	2072978	2076505	3527	+	1
AT1G06760	1	2076503	2077698	1195	-	3705
AT1G06770	1	2078910	2081939	3029	-	133
AT1G06780	1	2083310	2087131	3821	+	242
AT1G06790	1	2087231	2089786	2555	+	159
AT1G06800	1	2089416	2091686	2270	-	142
AT1G06810	1	2091737	2092528	791	-	1
AT1G06820	1	2092945	2096232	3287	-	1235
AT1G06830	1	2097150	2097655	505	+	108
AT1G06840	1	2097746	2103479	5733	-	360
AT1G06850	1	2105047	2106749	1702	+	150
AT1G06860	1	2107397	2107468	71	-	0
AT1G06870	1	2108592	2110986	2394	+	374
AT1G06880	1	2111147	2111218	71	-	0
AT1G06890	1	2111362	2114601	3239	-	570
AT1G06900	1	2114926	2120745	5819	-	974
AT1G06910	1	2120990	2123748	2758	+	143
AT1G06920	1	2124853	2125801	948	-	0
AT1G06923	1	2126748	2128060	1312	+	0
AT1G06925	1	2127703	2128611	908	-	0
AT1G06930	1	2128842	2129883	1041	+	0
AT1G06950	1	2130141	2135665	5524	-	4167
AT1G06960	1	2135850	2137732	1882	+	385
AT1G06970	1	2138108	2140818	2710	+	1
AT1G06980	1	2143030	2143821	791	-	141
AT1G06990	1	2148386	2150152	1766	+	0
AT1G07000	1	2150193	2152325	2132	-	189
AT1G07010	1	2152851	2155269	2418	+	2599
AT1G07020	1	2155212	2156008	796	-	155
AT1G07025	1	2157657	2158158	501	-	0
AT1G07030	1	2158419	2160809	2390	-	377
AT1G07040	1	2160937	2163308	2371	-	451
AT1G07050	1	2164187	2165239	1052	-	14
AT1G07051	1	2165516	2165746	230	+	0
AT1G07060	1	2167106	2168397	1291	-	2
AT1G07070	1	2168563	2169851	1288	+	316
AT1G07080	1	2169981	2172194	2213	+	1511
AT1G07090	1	2173951	2174894	943	-	160
AT1G07100	1	2177884	2177958	74	+	0
AT1G07110	1	2178103	2184148	6045	-	3932
AT1G07119	1	2184346	2186539	2193	+	8
AT1G07120	1	2184758	2186580	1822	-	10
AT1G07128	1	2187620	2188417	797	-	0
AT1G07130	1	2187775	2188733	958	+	8
AT1G07135	1	2189927	2190659	732	-	35
AT1G07140	1	2191722	2193793	2071	-	1708
AT1G07150	1	2193940	2195798	1858	-	34
AT1G07160	1	2197907	2199748	1841	-	1
AT1G07170	1	2200122	2201265	1143	+	214
AT1G07175	1	2202329	2202774	445	+	3
AT1G07180	1	2204319	2206934	2615	+	5297
AT1G07190	1	2208012	2208177	165	+	0
AT1G07200	1	2208718	2212546	3828	-	930
AT1G07210	1	2215222	2216982	1760	+	498
AT1G07220	1	2216924	2219474	2550	-	297
AT1G07230	1	2220252	2222982	2730	-	697
AT1G07240	1	2223690	2225452	1762	+	444
AT1G07250	1	2225899	2227566	1667	+	1162
AT1G07260	1	2227593	2229319	1726	-	19
AT1G07270	1	2229756	2232897	3141	-	34
AT1G07280	1	2238086	2241217	3131	+	3042
AT1G07290	1	2242255	2244428	2173	-	27
AT1G07300	1	2245757	2246492	735	-	129
AT1G07310	1	2247508	2248961	1453	-	523
AT1G07320	1	2249132	2250529	1397	+	9857
AT1G07330	1	2251130	2253585	2455	+	8
AT1G07340	1	2254821	2256850	2029	+	1
AT1G07350	1	2257424	2260101	2677	-	969
AT1G07360	1	2260388	2262865	2477	-	836
AT1G07370	1	2263139	2264551	1412	+	402
AT1G07380	1	2264828	2268306	3478	-	249
AT1G07390	1	2269892	2274820	4928	+	66
AT1G07400	1	2274942	2275758	816	+	38
AT1G07410	1	2276052	2277154	1102	+	26
AT1G07420	1	2277806	2280297	2491	+	331
AT1G07430	1	2280834	2282828	1994	-	83
AT1G07440	1	2286148	2287730	1582	-	1441
AT1G07450	1	2287925	2289336	1411	-	172
AT1G07460	1	2290200	2290977	777	+	0
AT1G07470	1	2291456	2294588	3132	+	212
AT1G07473	1	2294565	2295489	924	-	0
AT1G07476	1	2295750	2296497	747	+	0
AT1G07480	1	2296022	2299470	3448	-	243
AT1G07485	1	2301374	2302121	747	+	0
AT1G07490	1	2301379	2302021	642	-	10
AT1G07500	1	2304765	2305031	266	-	1
AT1G07510	1	2305377	2309544	4167	+	914
AT1G07520	1	2309563	2311805	2242	-	117
AT1G07530	1	2313581	2316469	2888	-	685
AT1G07540	1	2318432	2321048	2616	-	0
AT1G07550	1	2322652	2326561	3909	-	0
AT1G07560	1	2327319	2331096	3777	+	0
AT1G07570	1	2331169	2333738	2569	-	393
AT1G07580	1	2334821	2334894	73	+	0
AT1G07590	1	2336522	2339391	2869	-	3212
AT1G07600	1	2338903	2339321	418	-	0
AT1G07610	1	2341541	2342123	582	+	298
AT1G07615	1	2342197	2344271	2074	-	101
AT1G07620	1	2344389	2346842	2453	-	71
AT1G07630	1	2349096	2351692	2596	+	331
AT1G07640	1	2354353	2356227	1874	-	708
AT1G07645	1	2367436	2368385	949	-	0
AT1G07650	1	2359548	2366561	7013	-	1041
AT1G07660	1	2368836	2369734	898	+	242
AT1G07670	1	2370051	2374545	4494	-	916
AT1G07680	1	2376011	2377186	1175	+	0
AT1G07690	1	2378075	2379000	925	+	0
AT1G07700	1	2379646	2381362	1716	+	2111
AT1G07702	1	2382250	2382331	81	-	0
AT1G07705	1	2381614	2386092	4478	+	512
AT1G07710	1	2386274	2387986	1712	-	6
AT1G07720	1	2390654	2392453	1799	-	1088
AT1G07725	1	2394800	2397272	2472	-	0
AT1G07728	1	2395450	2397345	1895	+	3
AT1G07730	1	2397526	2398696	1170	-	0
AT1G07740	1	2397441	2400508	3067	-	36
AT1G07745	1	2400588	2402873	2285	-	130
AT1G07747	1	2403557	2403845	288	+	0
AT1G07750	1	2404036	2405943	1907	-	681
AT1G07760	1	2406833	2406905	72	-	0
AT1G07770	1	2408202	2409580	1378	-	3714
AT1G07780	1	2410055	2412677	2622	-	84
AT1G07790	1	2412979	2413708	729	+	1070
AT1G07795	1	2414285	2414967	682	+	0
AT1G07800	1	2415040	2415970	930	+	0
AT1G07810	1	2416264	2420757	4493	+	546
AT1G07820	1	2421215	2421947	732	-	828
AT1G07830	1	2422240	2423655	1415	+	187
AT1G07840	1	2424053	2426676	2623	+	311
AT1G07850	1	2426744	2428719	1975	+	1
AT1G07860	1	2428910	2429431	521	-	0
AT1G07870	1	2428772	2432057	3285	-	195
AT1G07880	1	2434029	2435763	1734	-	121
AT1G07885	1	2436466	2436959	493	-	2
AT1G07890	1	2437329	2439665	2336	+	15672
AT1G07900	1	2442621	2443632	1011	+	14
AT1G07901	1	2443970	2444123	153	-	15
AT1G07910	1	2445469	2454645	9176	+	565
AT1G07920	1	2454845	2457321	2476	+	1829
AT1G07930	1	2458243	2460790	2547	+	2508
AT1G07940	1	2462952	2465504	2552	-	1725
AT1G07950	1	2465769	2467022	1253	-	239
AT1G07960	1	2467160	2469154	1994	+	376
AT1G07970	1	2469285	2472628	3343	-	292
AT1G07980	1	2473164	2474927	1763	-	265
AT1G07985	1	2475404	2476155	751	+	3
AT1G07990	1	2477156	2483138	5982	+	1123
AT1G08000	1	2483239	2485109	1870	-	197
AT1G08005	1	2485343	2485511	168	+	2
AT1G08010	1	2485905	2488027	2122	-	344
AT1G08030	1	2489500	2493250	3750	-	476
AT1G08032	1	2494122	2494315	193	+	0
AT1G08035	1	2494401	2495149	748	+	1
AT1G08040	1	2495341	2498764	3423	-	588
AT1G08050	1	2498835	2501427	2592	-	55
AT1G08060	1	2501741	2511084	9343	-	694
AT1G08065	1	2511646	2513454	1808	-	0
AT1G08070	1	2514191	2516605	2414	-	16
AT1G08080	1	2516990	2518546	1556	-	4
AT1G08090	1	2524075	2526164	2089	+	5
AT1G08100	1	2527169	2529120	1951	-	0
AT1G08105	1	2531694	2534786	3092	-	6
AT1G08110	1	2535327	2537931	2604	+	1803
AT1G08115	1	2538075	2538237	162	-	11
AT1G08120	1	2538614	2539661	1047	+	0
AT1G08125	1	2539613	2542334	2721	-	329
AT1G08130	1	2542701	2547946	5245	-	698
AT1G08135	1	2548818	2551473	2655	-	0
AT1G08140	1	2552035	2555161	3126	-	1
AT1G08150	1	2556342	2559074	2732	-	0
AT1G08160	1	2559486	2560403	917	-	245
AT1G08165	1	2561626	2562148	522	-	17
AT1G08170	1	2562940	2563672	732	-	4
AT1G08180	1	2564571	2565121	550	-	105
AT1G08190	1	2567474	2573393	5919	+	2332
AT1G08200	1	2573847	2576714	2867	-	4805
AT1G08210	1	2577019	2580669	3650	-	294
AT1G08220	1	2581021	2583323	2302	-	99
AT1G08230	1	2583653	2586744	3091	-	211
AT1G08240	1	2588524	2588596	72	+	0
AT1G08250	1	2588856	2590301	1445	-	355
AT1G08260	1	2590943	2606892	15949	+	480
AT1G08270	1	2606268	2607507	1239	-	34
AT1G08280	1	2608407	2609853	1446	+	128
AT1G08290	1	2609995	2613242	3247	-	31
AT1G08300	1	2614773	2618823	4050	+	100
AT1G08310	1	2618646	2620452	1806	+	5
AT1G08315	1	2620334	2621545	1211	-	133
AT1G08320	1	2621903	2627848	5945	-	3
AT1G08340	1	2631067	2632871	1804	+	46
AT1G08350	1	2632809	2635852	3043	-	220
AT1G08360	1	2636010	2637915	1905	+	4406
AT1G08370	1	2638180	2640554	2374	+	599
AT1G08380	1	2640812	2641828	1016	-	92769
AT1G08390	1	2642213	2643285	1072	+	215
AT1G08400	1	2643329	2646035	2706	-	107
AT1G08410	1	2646188	2649379	3191	+	287
AT1G08420	1	2649536	2657120	7584	+	1293
AT1G08430	1	2658715	2661029	2314	+	4
AT1G08440	1	2663026	2665343	2317	+	5
AT1G08450	1	2667797	2671892	4095	-	1477
AT1G08460	1	2672450	2674628	2178	+	524
AT1G08465	1	2675812	2679781	3969	+	341
AT1G08470	1	2682126	2684100	1974	-	430
AT1G08480	1	2684233	2685621	1388	+	1081
AT1G08490	1	2685658	2688595	2937	-	1258
AT1G08500	1	2689015	2690045	1030	+	6
AT1G08510	1	2691079	2694377	3298	-	2001
AT1G08520	1	2696411	2700959	4548	+	7532
AT1G08530	1	2701225	2703091	1866	+	299
AT1G08540	1	2703335	2706845	3510	+	4002
AT1G08550	1	2706923	2709531	2608	+	2211
AT1G08560	1	2709631	2710912	1281	-	477
AT1G08570	1	2712882	2714734	1852	+	2059
AT1G08580	1	2715078	2716404	1326	-	432
AT1G08590	1	2718777	2722221	3444	+	44
AT1G08592	1	2718874	2721676	2802	-	0
AT1G08600	1	2723823	2733613	9790	+	732
AT1G08610	1	2733656	2735819	2163	-	102
AT1G08620	1	2736773	2743758	6985	+	659
AT1G08630	1	2743760	2747967	4207	-	14
AT1G08640	1	2748397	2751278	2881	-	2339
AT1G08650	1	2752153	2753703	1550	+	397
AT1G08660	1	2757040	2759794	2754	-	594
AT1G08670	1	2760345	2761573	1228	-	0
AT1G08680	1	2762583	2768967	6384	+	798
AT1G08695	1	2769055	2769483	428	-	0
AT1G08700	1	2769814	2771477	1663	-	459
AT1G08710	1	2771632	2773460	1828	+	201
AT1G08720	1	2774029	2779297	5268	+	552
AT1G08730	1	2779962	2788447	8485	+	30
AT1G08735	1	2790289	2793641	3352	+	0
AT1G08740	1	2795642	2800081	4439	-	0
AT1G08750	1	2801066	2804537	3471	+	311
AT1G08760	1	2805370	2808621	3251	+	420
AT1G08770	1	2808882	2809747	865	+	204
AT1G08780	1	2809777	2811191	1414	-	256
AT1G08790	1	2811988	2812646	658	+	1
AT1G08800	1	2813060	2818008	4948	-	377
AT1G08810	1	2819064	2820395	1331	-	288
AT1G08820	1	2821551	2825275	3724	-	549
AT1G08830	1	2827060	2829315	2255	+	698
AT1G08840	1	2829104	2838469	9365	-	163
AT1G08845	1	2838788	2840994	2206	+	69
AT1G08860	1	2842152	2846138	3986	+	1
AT1G08870	1	2846535	2846608	73	-	0
AT1G08880	1	2846948	2847800	852	-	1272
AT1G08890	1	2848347	2852270	3923	+	104
AT1G08900	1	2852453	2855779	3326	+	488
AT1G08910	1	2856226	2861170	4944	+	572
AT1G08920	1	2867258	2870656	3398	+	206
AT1G08930	1	2873464	2877270	3806	+	336
AT1G08940	1	2877691	2879169	1478	+	45
AT1G08950	1	2879302	2879374	72	+	0
AT1G08960	1	2879641	2882231	2590	+	216
AT1G08970	1	2882523	2884337	1814	+	676
AT1G08980	1	2884410	2886620	2210	+	728
AT1G08985	1	2887284	2887706	422	+	0
AT1G08990	1	2888752	2890959	2207	+	1
AT1G09000	1	2891036	2895182	4146	+	74
AT1G09010	1	2895165	2899384	4219	-	1897
AT1G09020	1	2899913	2904815	4902	-	1091
AT1G09026	1	2907123	2907279	156	+	0
AT1G09030	1	2908610	2909030	420	-	0
AT1G09040	1	2911316	2915369	4053	+	74
AT1G09050	1	2918030	2920889	2859	+	85
AT1G09060	1	2921063	2925762	4699	-	1128
AT1G09070	1	2927702	2928968	1266	+	2026
AT1G09080	1	2929216	2931841	2625	-	40
AT1G09090	1	2932738	2936586	3848	+	0
AT1G09100	1	2936527	2939326	2799	-	472
AT1G09110	1	2939416	2939488	72	+	0
AT1G09130	1	2939569	2942288	2719	-	4854
AT1G09140	1	2942563	2945961	3398	-	1680
AT1G09150	1	2946228	2949159	2931	+	743
AT1G09155	1	2949675	2950989	1314	-	9
AT1G09157	1	2951664	2952396	732	-	0
AT1G09160	1	2952770	2955689	2919	-	735
AT1G09170	1	2956588	2962207	5619	-	24
AT1G09176	1	2964151	2964604	453	+	0
AT1G09180	1	2965022	2965972	950	+	59
AT1G09190	1	2966119	2967718	1599	-	26
AT1G09195	1	2967939	2971498	3559	-	182
AT1G09200	1	2971592	2972199	607	-	1444
AT1G09210	1	2972841	2976750	3909	-	2601
AT1G09220	1	2977791	2979466	1675	-	18
AT1G09230	1	2979519	2982624	3105	-	433
AT1G09240	1	2984880	2986130	1250	+	450
AT1G09245	1	2986938	2987393	455	-	0
AT1G09250	1	2989377	2990357	980	+	377
AT1G09260	1	2993403	2993820	417	+	0
AT1G09270	1	2994368	2998222	3854	+	1187
AT1G09280	1	2998099	3001315	3216	-	289
AT1G09290	1	3001516	3003762	2246	-	185
AT1G09300	1	3003494	3008213	4719	+	116
AT1G09310	1	3009054	3009880	826	+	20712
AT1G09320	1	3009940	3012363	2423	-	105
AT1G09330	1	3012761	3015091	2330	-	588
AT1G09340	1	3015327	3018234	2907	+	43182
AT1G09350	1	3019818	3021441	1623	+	208
AT1G09360	1	3021801	3022368	567	+	0
AT1G09370	1	3024895	3025435	540	+	2
AT1G09380	1	3026134	3029549	3415	-	0
AT1G09390	1	3031202	3033582	2380	+	536
AT1G09400	1	3033511	3035036	1525	-	6
AT1G09410	1	3035442	3037560	2118	+	8
AT1G09415	1	3037753	3038408	655	-	148
AT1G09420	1	3038461	3041873	3412	-	128
AT1G09421	1	3038630	3039326	696	+	1
AT1G09430	1	3041995	3045402	3407	+	1097
AT1G09440	1	3045512	3047893	2381	-	244
AT1G09450	1	3049023	3053112	4089	+	91
AT1G09460	1	3053900	3055360	1460	+	29
AT1G09470	1	3055230	3057443	2213	-	121
AT1G09480	1	3057974	3060661	2687	+	32
AT1G09483	1	3060991	3061729	738	-	2
AT1G09486	1	3062429	3063731	1302	-	22
AT1G09490	1	3064123	3065937	1814	+	964
AT1G09500	1	3066698	3068598	1900	+	95
AT1G09510	1	3069384	3070910	1526	+	0
AT1G09520	1	3070945	3072050	1105	-	211
AT1G09530	1	3076581	3079539	2958	+	198
AT1G09540	1	3086158	3087912	1754	+	6
AT1G09550	1	3089732	3092327	2595	-	0
AT1G09560	1	3093838	3094864	1026	+	507
AT1G09570	1	3095255	3100357	5102	-	1858
AT1G09575	1	3101670	3102925	1255	-	38
AT1G09580	1	3104587	3106290	1703	+	199
AT1G09590	1	3106501	3107772	1271	+	1854
AT1G09600	1	3108616	3111318	2702	+	55
AT1G09610	1	3111693	3112873	1180	+	18
AT1G09620	1	3112777	3116699	3922	-	2710
AT1G09625	1	3117136	3117567	431	-	0
AT1G09630	1	3118202	3119708	1506	-	372
AT1G09640	1	3119877	3122526	2649	+	3130
AT1G09645	1	3122955	3124578	1623	+	270
AT1G09650	1	3125806	3127284	1478	+	8
AT1G09660	1	3127770	3131094	3324	-	721
AT1G09665	1	3133094	3133674	580	+	0
AT1G09680	1	3134106	3135930	1824	-	21
AT1G09690	1	3136187	3137475	1288	-	3480
AT1G09700	1	3137766	3140353	2587	-	144
AT1G09710	1	3140867	3144370	3503	+	192
AT1G09720	1	3144437	3147303	2866	-	0
AT1G09730	1	3147666	3154380	6714	-	744
AT1G09740	1	3154531	3156275	1744	+	117
AT1G09750	1	3157500	3159148	1648	+	3949
AT1G09760	1	3159124	3161692	2568	-	875
AT1G09770	1	3161840	3165360	3520	+	1952
AT1G09780	1	3165369	3167869	2500	-	2157
AT1G09790	1	3168481	3170819	2338	-	0
AT1G09794	1	3172107	3173463	1356	+	47
AT1G09795	1	3173533	3176910	3377	+	1881
AT1G09800	1	3176882	3180421	3539	-	92
AT1G09810	1	3180935	3184224	3289	-	241
AT1G09812	1	3187816	3188580	764	+	32
AT1G09815	1	3189368	3190242	874	+	319
AT1G09820	1	3190287	3192414	2127	-	121
AT1G09830	1	3192680	3195025	2345	-	849
AT1G09840	1	3195823	3200291	4468	-	896
AT1G09850	1	3201798	3204150	2352	+	349
AT1G09860	1	3204015	3205309	1294	-	0
AT1G09870	1	3205740	3208598	2858	+	507
AT1G09880	1	3208827	3211653	2826	-	21
AT1G09890	1	3214236	3217538	3302	-	88
AT1G09900	1	3218132	3219929	1797	+	369
AT1G09910	1	3220034	3224541	4507	-	362
AT1G09920	1	3224683	3227070	2387	-	453
AT1G09930	1	3227489	3230043	2554	-	0
AT1G09932	1	3230449	3233109	2660	-	63
AT1G09935	1	3234059	3235530	1471	-	0
AT1G09940	1	3236994	3239554	2560	-	347
AT1G09950	1	3240605	3241632	1027	-	4
AT1G09960	1	3244212	3247200	2988	+	111
AT1G09970	1	3252239	3255693	3454	+	881
AT1G09980	1	3256244	3261614	5370	-	824
AT1G09995	1	3262264	3263612	1348	-	65
AT1G10000	1	3263876	3264788	912	-	15
AT1G10010	1	3265975	3268726	2751	+	0
AT1G10020	1	3269603	3271987	2384	-	594
AT1G10030	1	3273824	3275837	2013	+	250
AT1G10040	1	3275890	3278697	2807	-	30
AT1G10050	1	3279269	3283482	4213	+	269
AT1G10060	1	3284238	3287107	2869	+	233
AT1G10070	1	3288086	3290471	2385	+	17
AT1G10090	1	3290310	3296198	5888	-	594
AT1G10095	1	3297323	3300443	3120	-	92
AT1G10100	1	3300696	3301489	793	-	1
AT1G10110	1	3302741	3304092	1351	+	13
AT1G10120	1	3304038	3306824	2786	-	470
AT1G10130	1	3310929	3322213	11284	+	1065
AT1G10140	1	3322801	3323548	747	-	35
AT1G10150	1	3325823	3327614	1791	+	470
AT1G10155	1	3327636	3328448	812	-	18
AT1G10160	1	3328970	3333470	4500	+	233
AT1G10170	1	3333594	3337491	3897	-	920
AT1G10180	1	3338302	3341608	3306	-	586
AT1G10190	1	3343685	3345632	1947	-	0
AT1G10200	1	3346389	3347885	1496	-	1002
AT1G10210	1	3349218	3351180	1962	+	150
AT1G10220	1	3352158	3354856	2698	+	0
AT1G10230	1	3355570	3356359	789	+	145
AT1G10240	1	3356679	3359838	3159	-	275
AT1G10250	1	3360086	3360508	422	-	0
AT1G10260	1	3360525	3361247	722	-	1
AT1G10270	1	3363503	3366488	2985	+	170
AT1G10280	1	3366492	3369095	2603	-	124
AT1G10290	1	3370557	3377463	6906	+	1661
AT1G10300	1	3378141	3380226	2085	+	1
AT1G10310	1	3381600	3383914	2314	-	589
AT1G10320	1	3384163	3388373	4210	-	372
AT1G10330	1	3388746	3390150	1404	+	35
AT1G10340	1	3390321	3392571	2250	-	58
AT1G10350	1	3393406	3395055	1649	-	357
AT1G10360	1	3395557	3396849	1292	-	1439
AT1G10370	1	3397080	3398358	1278	-	3170
AT1G10380	1	3400605	3402324	1719	+	324
AT1G10385	1	3403223	3405856	2633	+	0
AT1G10390	1	3407023	3412843	5820	-	1659
AT1G10400	1	3414851	3416358	1507	-	0
AT1G10410	1	3416679	3419639	2960	-	451
AT1G10417	1	3424185	3427457	3272	-	26
AT1G10419	1	3428030	3428425	395	+	0
AT1G10430	1	3428477	3430633	2156	-	459
AT1G10440	1	3431184	3431256	72	-	0
AT1G10450	1	3431779	3438370	6591	+	498
AT1G10455	1	3438554	3439013	459	+	0
AT1G10460	1	3439321	3440320	999	-	28
AT1G10470	1	3442326	3443957	1631	-	2598
AT1G10480	1	3449690	3451226	1536	+	5
AT1G10490	1	3453227	3460620	7393	+	424
AT1G10500	1	3459999	3461485	1486	-	1580
AT1G10510	1	3461634	3465786	4152	+	1449
AT1G10520	1	3465963	3469248	3285	+	48
AT1G10522	1	3469579	3471488	1909	+	436
AT1G10530	1	3471455	3472672	1217	-	11
AT1G10538	1	3474514	3474765	251	+	0
AT1G10540	1	3474863	3477927	3064	-	22
AT1G10550	1	3479152	3480988	1836	-	3
AT1G10560	1	3484579	3486965	2386	+	14
AT1G10570	1	3487583	3491277	3694	+	409
AT1G10580	1	3491280	3493737	2457	-	583
AT1G10585	1	3493939	3495144	1205	-	5
AT1G10586	1	3496927	3499439	2512	-	0
AT1G10588	1	3501144	3501904	760	+	0
AT1G10590	1	3502003	3503457	1454	-	1145
AT1G10600	1	3503703	3505502	1799	+	445
AT1G10610	1	3506185	3509006	2821	+	346
AT1G10620	1	3509000	3511975	2975	-	1
AT1G10630	1	3512794	3514729	1935	-	1167
AT1G10640	1	3515364	3517888	2524	-	827
AT1G10650	1	3524017	3526346	2329	-	555
AT1G10652	1	3527708	3527831	123	+	0
AT1G10657	1	3530466	3531842	1376	+	549
AT1G10660	1	3532423	3535131	2708	+	662
AT1G10670	1	3535382	3538439	3057	+	4180
AT1G10680	1	3538469	3543782	5313	-	0
AT1G10682	1	3544990	3545471	481	-	511
AT1G10690	1	3549991	3550632	641	-	56
AT1G10700	1	3554103	3556503	2400	+	438
AT1G10705	1	3557113	3557457	344	+	0
AT1G10710	1	3558357	3561634	3277	+	7
AT1G10717	1	3562179	3562554	375	+	0
AT1G10720	1	3562951	3564759	1808	+	354
AT1G10730	1	3565462	3567779	2317	+	145
AT1G10740	1	3567904	3570838	2934	-	979
AT1G10745	1	3572709	3573066	357	+	0
AT1G10747	1	3574311	3574830	519	+	0
AT1G10750	1	3574806	3578474	3668	-	86
AT1G10760	1	3581033	3590928	9895	-	5305
AT1G10770	1	3591632	3592411	779	-	2
AT1G10780	1	3592745	3595077	2332	-	114
AT1G10790	1	3596359	3597847	1488	+	13
AT1G10800	1	3598157	3598591	434	-	6
AT1G10810	1	3599270	3600877	1607	+	10
AT1G10820	1	3600909	3605076	4167	-	465
AT1G10830	1	3605575	3607493	1918	-	851
AT1G10840	1	3607630	3610520	2890	-	1918
AT1G10850	1	3611746	3614613	2867	+	588
AT1G10865	1	3614512	3616159	1647	-	166
AT1G10870	1	3616609	3623758	7149	-	644
AT1G10880	1	3624034	3627082	3048	-	0
AT1G10890	1	3627725	3630765	3040	+	826
AT1G10900	1	3632233	3637141	4908	-	2299
AT1G10910	1	3639877	3644162	4285	+	1135
AT1G10920	1	3644419	3647768	3349	-	346
AT1G10930	1	3647893	3655590	7697	-	484
AT1G10940	1	3655776	3658608	2832	-	2033
AT1G10950	1	3659208	3663984	4776	+	2171
AT1G10960	1	3664385	3665039	654	+	8956
AT1G10970	1	3665086	3667139	2053	-	243
AT1G10980	1	3667247	3669902	2655	-	13
AT1G10990	1	3670277	3671187	910	-	31
AT1G11000	1	3671755	3675979	4224	-	110
AT1G11010	1	3676606	3676644	38	+	0
AT1G11020	1	3676690	3678524	1834	+	287
AT1G11030	1	3678774	3678848	74	-	0
AT1G11040	1	3679224	3680924	1700	-	1
AT1G11050	1	3681887	3684169	2282	+	197
AT1G11055	1	3683918	3684095	177	-	0
AT1G11060	1	3684567	3689847	5280	+	356
AT1G11070	1	3690211	3693648	3437	-	57
AT1G11080	1	3694671	3698013	3342	-	128
AT1G11090	1	3702607	3703779	1172	+	325
AT1G11100	1	3703671	3709302	5631	-	15
AT1G11110	1	3710207	3712503	2296	+	0
AT1G11112	1	3712998	3713735	737	-	16
AT1G11120	1	3715183	3717320	2137	+	36
AT1G11125	1	3718782	3719711	929	+	10
AT1G11130	1	3722856	3727450	4594	+	453
AT1G11145	1	3727531	3728166	635	-	1
AT1G11150	1	3728970	3731624	2654	+	198
AT1G11160	1	3733138	3739842	6704	+	84
AT1G11170	1	3740764	3744675	3911	+	24
AT1G11175	1	3744857	3745655	798	+	113
AT1G11180	1	3745773	3748521	2748	+	238
AT1G11185	1	3749509	3750035	526	+	0
AT1G11190	1	3750065	3752780	2715	-	98
AT1G11200	1	3753364	3755641	2277	+	256
AT1G11210	1	3755676	3756998	1322	-	12
AT1G11220	1	3759861	3761165	1304	-	32
AT1G11230	1	3763267	3764483	1216	-	0
AT1G11240	1	3766753	3768294	1541	-	333
AT1G11250	1	3768723	3769706	983	+	2
AT1G11260	1	3777327	3780337	3010	+	847
AT1G11265	1	3781234	3785293	4059	+	0
AT1G11270	1	3780428	3786990	6562	-	65
AT1G11280	1	3787333	3790876	3543	-	745
AT1G11290	1	3791453	3793883	2430	-	121
AT1G11300	1	3794237	3800719	6482	+	400
AT1G11310	1	3800737	3804185	3448	-	1592
AT1G11320	1	3807127	3808875	1748	+	91
AT1G11330	1	3810092	3813607	3515	+	597
AT1G11340	1	3814115	3817420	3305	-	76
AT1G11350	1	3817590	3820805	3215	-	712
AT1G11360	1	3821442	3823088	1646	-	390
AT1G11362	1	3824509	3825196	687	-	0
AT1G11370	1	3828097	3830945	2848	-	0
AT1G11380	1	3832622	3834191	1569	+	148
AT1G11390	1	3834458	3837629	3171	-	320
AT1G11400	1	3837820	3840207	2387	+	316
AT1G11410	1	3841285	3844432	3147	+	871
AT1G11420	1	3844580	3846872	2292	-	73
AT1G11430	1	3847242	3849162	1920	+	2568
AT1G11440	1	3849359	3850662	1303	+	338
AT1G11450	1	3853242	3855385	2143	+	28
